"","C","phi","ppi","ppitil","F","D","A","ii","v","r"
"63",0.00144591404727112,-0.000980231028124834,-0.000108924243236629,-0.00108918904561106,-0.00494833111913673,-0.00396810414697857,0.00160928918169212,-0.000245072684221248,0,-0.000163379382736118
"64",0.00130132119506854,-0.000882211397756905,-9.8031337583933e-05,-0.000980270132677763,-0.00445350109061771,-0.0035712929380205,0.0014483590981218,-0.000220564947147478,0,-0.000147041346637315
"65",0.00117118790357029,-0.000793993067849108,-8.82278144361017e-05,-0.000882243117528159,-0.0040081535926495,-0.00321416310999911,0.00130352224432251,-0.00019850807331679,0,-0.000132337132711376
"66",0.00105406816444109,-0.000714596033901671,-7.94047181249043e-05,-0.000794018809557873,-0.00360734047085698,-0.00289274648397342,0.00117316925527522,-0.000178656959447417,0,-0.000119103355191886
"67",0.000948660580046834,-0.000643138268063836,-7.14639918345889e-05,-0.000714616937425028,-0.00324660836821256,-0.00260347170734088,0.00105585171039646,-0.000160791015764786,0,-0.000107192967612828
"68",0.000853793900623678,-0.000578825925945381,-6.43173871625282e-05,-0.000643155257074035,-0.00292194924885747,-0.00234312456954822,0.000950266037680336,-0.000144711714172331,0,-9.64736286022576e-05
"69",0.000768414007845664,-0.000520944532134138,-5.78854826686238e-05,-0.000578839748899274,-0.0026297558686883,-0.00210881228686066,0.000855239027552912,-0.000130240381427532,0,-8.68262315037074e-05
"70",0.000691572200572921,-0.000468851045665186,-5.2096800851496e-05,-0.000520955795546563,-0.00236678169864835,-0.00189793135830785,0.000769714795656462,-0.000117216213347225,0,-7.81435805760361e-05
"71",0.000622414652040604,-0.000421966719488243,-4.68870133757242e-05,-0.000468860241287228,-0.00213010485485832,-0.00170813863697994,0.000692743049479638,-0.000105494487554099,0,-7.0329199971501e-05
"72",0.000560172921604263,-0.000379770673064606,-4.21982259129914e-05,-0.000421974246211931,-0.00191709563585052,-0.00153732529368789,0.000623468528582194,-9.49449550598225e-05,0,-6.32962616411075e-05
"73",0.00050415541550386,-0.000341794107061588,-3.79783344793424e-05,-0.000379776854331215,-0.00172538730538463,-0.00138359338482941,0.000561121500797235,-8.54503926563457e-05,0,-5.69666205804801e-05
"74",0.000453739701655742,-0.000307615096506453,-3.4180446267949e-05,-0.000341799205372251,-0.00155284979698189,-0.00124523476330296,0.000505009209028628,-7.69053002020598e-05,0,-5.12699463883968e-05
"75",0.000408365592940996,-0.000276853904779273,-3.07623583590433e-05,-0.000307619325190522,-0.0013975660477672,-0.0011207120985457,0.000454508173364232,-6.9214728212405e-05,0,-4.61429418430165e-05
"76",0.000367528922584626,-0.000249168764976382,-2.76860886309842e-05,-0.000276857437042644,-0.00125781069876263,-0.00100864179461979,0.000409057263062174,-6.22932225590594e-05,0,-4.15286395814208e-05
"77",0.000330775941592698,-0.000224252083980137,-2.49174535844287e-05,-0.000249171741872889,-0.00113203092501069,-0.000907778616587862,0.000368151461449528,-5.60638749967993e-05,0,-3.73757689746308e-05
"78",0.000297698276896519,-0.000201827026080625,-2.24256883702626e-05,-0.000224254620673214,-0.00101882918277507,-0.000817001854169774,0.000331336254322245,-5.04574683694858e-05,0,-3.36381866265367e-05
"79",0.000267928393515859,-0.000181644436647588,-2.01831049410047e-05,-0.000201829216306404,-0.000916947681517399,-0.000735302869148136,0.000298202579496198,-4.54117075512905e-05,0,-3.02743634284811e-05
"80",0.000241135510625767,-0.000163480075354716,-1.8164784221752e-05,-0.000181646357388932,-0.000825254409109188,-0.000661773888133155,0.00026838228153192,-4.08705270765752e-05,0,-2.72469233295386e-05
"81",0.000217021925963401,-0.000147132124417304,-1.63482992359869e-05,-0.0001634817897056,-0.000742730554081916,-0.000595597915886703,0.000241544020962436,-3.67834682416315e-05,0,-2.45222278405883e-05
"82",0.000195319708007347,-0.000132418946741097,-1.47134658746935e-05,-0.000147133684602618,-0.000668459185959591,-0.000536039657572651,0.00021738959261608,-3.31051183478578e-05,0,-2.2070002366938e-05
"83",0.000175787718625919,-0.000119177068436116,-1.32421185290632e-05,-0.000132420396203869,-0.000601615067141736,-0.000482437348658937,0.00019565061208926,-2.97946060826698e-05,0,-1.98629998187946e-05
"84",0.000158208933842552,-0.00010725936216982,-1.19179082396425e-05,-0.000119178443280799,-0.000541455483860087,-0.000434195401755044,0.000176085533665216,-2.68151473324652e-05,0,-1.78766978430273e-05
"85",0.000142388032298157,-9.65334124414241e-05,-1.07261210588334e-05,-0.000107260692872035,-0.000487311993935258,-0.000390777789005536,0.000158476966349852,-2.41336365102221e-05,0,-1.60890262736317e-05
"86",0.000128149224942753,-8.68800453690532e-05,-9.65351446224971e-06,-9.65347252690485e-05,-0.000438582999684467,-0.000351702086065497,0.000142629258403915,-2.17202786230788e-05,0,-1.44801220479724e-05
